"JobID","SchoolID","SchoolCampus","DepartmentID","JobTitle"
"JOB8_4","W8AR87B5","Lowell","DEPT4","Analyst"
"JOB6_2","W8AR87B5","Lowell","DEPT4","Researcher"
"JOB7_4","W8AR87B5","Lowell","DEPT4","Scientist"
"JOB6_3","AKXQD55U","Tampa","DEPT11","Researcher"
"JOB5_3","Q3JDEH62","Austin","DEPT13","Engineer"
"JOB4_4","AKXQD55U","Tampa","DEPT11","Coordinator"
"JOB3_5","AKXQD55U","Tampa","DEPT11","Administrator"
"JOB8_5","AKXQD55U","Tampa","DEPT11","Analyst"
"JOB5_4","W8AR87B5","Boston","DEPT4","Engineer"
"JOB8_6","W8AR87B5","Boston","DEPT4","Analyst"
"JOB4_5","W8AR87B5","Boston","DEPT4","Coordinator"
"JOB7_5","W8AR87B5","Boston","DEPT4","Scientist"
"JOB1_6","W8AR87B5","Dartmouth","DEPT4","Professor"
"JOB5_5","W8AR87B5","Dartmouth","DEPT4","Engineer"
"JOB1_7","NJTV28G5","Urbana-Champaign","DEPT5","Professor"
"JOB3_6","NJTV28G5","Urbana-Champaign","DEPT5","Administrator"
"JOB6_4","NJTV28G5","Urbana-Champaign","DEPT5","Researcher"
"JOB7_6","NJTV28G5","Urbana-Champaign","DEPT5","Scientist"
"JOB3_7","AKXQD55U","Orlando","DEPT11","Administrator"
"JOB7_7","AKXQD55U","Orlando","DEPT11","Scientist"
"JOB4_6","AKXQD55U","Orlando","DEPT11","Coordinator"
"JOB7_8","NJTV28G5","Chicago","DEPT5","Scientist"
"JOB3_8","NJTV28G5","Chicago","DEPT5","Administrator"
"JOB8_7","NJTV28G5","Chicago","DEPT5","Analyst"
"JOB1_8","NJTV28G5","Chicago","DEPT5","Professor"
"JOB5_6","NJTV28G5","Chicago","DEPT5","Engineer"
"JOB6_5","NJTV28G5","Chicago","DEPT5","Researcher"
"JOB6_6","W8AR87B5","Amherst","DEPT4","Researcher"
"JOB1_9","W8AR87B5","Amherst","DEPT4","Professor"
"JOB5_7","W8AR87B5","Amherst","DEPT4","Engineer"
"JOB3_9","W8AR87B5","Amherst","DEPT4","Administrator"
"JOB7_9","W8AR87B5","Amherst","DEPT4","Scientist"
"JOB8_8","NJTV28G5","Urbana-Champaign","DEPT5","Analyst"
"JOB2_6","NJTV28G5","Chicago","DEPT5","Lecturer"
"JOB4_7","NJTV28G5","Chicago","DEPT5","Coordinator"
"JOB4_8","W8AR87B5","Amherst","DEPT4","Coordinator"
"JOB4_9","I7ETQ0DV","Santa Barbara","DEPT9","Coordinator"
"JOB6_7","I7ETQ0DV","Santa Barbara","DEPT9","Researcher"
"JOB5_8","I7ETQ0DV","Santa Barbara","DEPT9","Engineer"
"JOB1_10","I7ETQ0DV","Santa Barbara","DEPT9","Professor"
"JOB5_9","NJTV28G5","Urbana-Champaign","DEPT5","Engineer"
"JOB1_11","I7ETQ0DV","Berkeley","DEPT9","Professor"
"JOB3_10","W8AR87B5","Boston","DEPT4","Administrator"
"JOB2_7","W8AR87B5","Boston","DEPT4","Lecturer"
"JOB2_8","I7ETQ0DV","Berkeley","DEPT9","Lecturer"
"JOB3_11","I7ETQ0DV","Berkeley","DEPT9","Administrator"
"JOB5_10","I7ETQ0DV","Berkeley","DEPT9","Engineer"
"JOB4_10","I7ETQ0DV","Berkeley","DEPT9","Coordinator"
"JOB7_10","I7ETQ0DV","Berkeley","DEPT9","Scientist"
"JOB1_12","Q3JDEH62","Dallas","DEPT13","Professor"
"JOB6_8","W8AR87B5","Boston","DEPT4","Researcher"
"JOB2_9","W8AR87B5","Dartmouth","DEPT4","Lecturer"
"JOB8_9","I7ETQ0DV","Berkeley","DEPT9","Analyst"
"JOB4_11","NJTV28G5","Urbana-Champaign","DEPT5","Coordinator"
"JOB2_10","I7ETQ0DV","Santa Barbara","DEPT9","Lecturer"
"JOB3_12","I7ETQ0DV","Santa Barbara","DEPT9","Administrator"
"JOB8_10","I7ETQ0DV","Santa Barbara","DEPT9","Analyst"
"JOB8_11","Q3JDEH62","San Antonio","DEPT13","Analyst"
"JOB3_13","Q3JDEH62","San Antonio","DEPT13","Administrator"
"JOB6_9","Q3JDEH62","San Antonio","DEPT13","Researcher"
"JOB4_12","Q3JDEH62","San Antonio","DEPT13","Coordinator"
"JOB2_11","Q3JDEH62","San Antonio","DEPT13","Lecturer"
"JOB4_13","W8AR87B5","Dartmouth","DEPT4","Coordinator"
"JOB8_12","W8AR87B5","Dartmouth","DEPT4","Analyst"
"JOB6_10","W8AR87B5","Dartmouth","DEPT4","Researcher"
"JOB5_11","I7ETQ0DV","Los Angeles","DEPT9","Engineer"
"JOB6_11","I7ETQ0DV","Los Angeles","DEPT9","Researcher"
"JOB7_11","I7ETQ0DV","Davis","DEPT9","Scientist"
"JOB2_12","NJTV28G5","Urbana-Champaign","DEPT5","Lecturer"
"JOB5_12","AKXQD55U","Gainesville","DEPT11","Engineer"
"JOB4_14","AKXQD55U","Gainesville","DEPT11","Coordinator"
"JOB3_14","AKXQD55U","Gainesville","DEPT11","Administrator"
"JOB3_15","I7ETQ0DV","Davis","DEPT9","Administrator"
"JOB7_12","W8AR87B5","Dartmouth","DEPT4","Scientist"
"JOB2_13","W8AR87B5","Amherst","DEPT4","Lecturer"
"JOB6_12","Q3JDEH62","Dallas","DEPT13","Researcher"
"JOB1_13","W8AR87B5","Boston","DEPT4","Professor"
"JOB5_13","AKXQD55U","Orlando","DEPT11","Engineer"
"JOB8_13","AKXQD55U","Orlando","DEPT11","Analyst"
"JOB6_13","I7ETQ0DV","Berkeley","DEPT9","Researcher"
"JOB5_14","W8AR87B5","Lowell","DEPT4","Engineer"
"JOB4_15","W8AR87B5","Lowell","DEPT4","Coordinator"
"JOB5_15","Q3JDEH62","Houston","DEPT13","Engineer"
"JOB7_13","Q3JDEH62","Houston","DEPT13","Scientist"
"JOB2_14","Q3JDEH62","Houston","DEPT13","Lecturer"
"JOB4_16","Q3JDEH62","Houston","DEPT13","Coordinator"
"JOB8_14","Q3JDEH62","Houston","DEPT13","Analyst"
"JOB6_14","Q3JDEH62","Houston","DEPT13","Researcher"
"JOB1_14","Q3JDEH62","Houston","DEPT13","Professor"
"JOB3_16","Q3JDEH62","Houston","DEPT13","Administrator"
"JOB6_15","AKXQD55U","Gainesville","DEPT11","Researcher"
"JOB8_15","AKXQD55U","Gainesville","DEPT11","Analyst"
"JOB2_15","AKXQD55U","Gainesville","DEPT11","Lecturer"
"JOB5_16","Q3JDEH62","San Antonio","DEPT13","Engineer"
"JOB4_17","Q3JDEH62","Dallas","DEPT13","Coordinator"
"JOB1_15","AKXQD55U","Gainesville","DEPT11","Professor"
"JOB1_16","I7ETQ0DV","Davis","DEPT9","Professor"
"JOB5_17","AKXQD55U","Tampa","DEPT11","Engineer"
"JOB7_14","AKXQD55U","Tampa","DEPT11","Scientist"
"JOB3_17","AKXQD55U","Miami","DEPT11","Administrator"
"JOB8_16","Q3JDEH62","Austin","DEPT13","Analyst"
"JOB6_16","Q3JDEH62","Austin","DEPT13","Researcher"
"JOB1_17","AKXQD55U","Miami","DEPT11","Professor"
"JOB8_17","AKXQD55U","Miami","DEPT11","Analyst"
"JOB2_16","AKXQD55U","Orlando","DEPT11","Lecturer"
"JOB7_15","Q3JDEH62","Austin","DEPT13","Scientist"
"JOB7_16","AKXQD55U","Gainesville","DEPT11","Scientist"
"JOB4_18","I7ETQ0DV","Davis","DEPT9","Coordinator"
"JOB2_17","I7ETQ0DV","Davis","DEPT9","Lecturer"
"JOB1_18","AKXQD55U","Orlando","DEPT11","Professor"
"JOB3_18","W8AR87B5","Dartmouth","DEPT4","Administrator"
"JOB6_17","AKXQD55U","Orlando","DEPT11","Researcher"
"JOB7_17","I7ETQ0DV","Santa Barbara","DEPT9","Scientist"
"JOB5_18","I7ETQ0DV","Davis","DEPT9","Engineer"
"JOB2_18","W8AR87B5","Lowell","DEPT4","Lecturer"
"JOB6_18","I7ETQ0DV","Davis","DEPT9","Researcher"
"JOB8_18","I7ETQ0DV","Davis","DEPT9","Analyst"
"JOB7_18","Q3JDEH62","San Antonio","DEPT13","Scientist"
