"PersonID","Earnings","EarningsYear","JobID","StillWorking"
"26","394124","2011","JOB1_9","no"
"26","169283","2012","JOB7_9","no"
"26","237447","2011","JOB4_8","no"
"26","429270","2015","JOB6_6","no"
"27","315051","2022","JOB4_9","no"
"27","372276","2021","JOB6_7","no"
"27","150726","2016","JOB5_8","no"
"27","372276","2010","JOB5_8","no"
"27","149273","2017","JOB4_9","no"
"27","446420","2019","JOB1_10","no"
"28","315388","2019","JOB3_6","no"
"28","312751","2014","JOB1_7","no"
"28","181151","2012","JOB7_6","no"
"28","112572","2011","JOB6_4","no"
"28","334509","2017","JOB6_4","no"
"28","292625","2022","JOB5_9","no"
"28","275999","2010","JOB1_7","no"
"28","448076","2013","JOB1_7","no"
"29","64255","2010","JOB1_11","no"
"30","336840","2014","JOB3_3","yes"
"30","241426","2022","JOB7_3","no"
"31","78897","2017","JOB7_5","yes"
"31","160012","2018","JOB5_4","no"
"31","134872","2016","JOB5_4","no"
"31","41105","2011","JOB7_5","no"
"31","63035","2019","JOB3_10","no"
"31","243745","2015","JOB2_7","no"
"31","434076","2018","JOB3_10","no"
"31","288197","2013","JOB7_5","no"
"32","379451","2019","JOB1_11","no"
"32","336840","2016","JOB2_8","no"
"32","157734","2022","JOB3_11","no"
"32","406973","2016","JOB5_10","no"
"32","334509","2011","JOB4_10","no"
"32","89859","2021","JOB3_11","no"
"32","352366","2021","JOB5_10","no"
"32","245154","2021","JOB7_10","no"
"33","203912","2020","JOB5_1","yes"
"33","379722","2018","JOB1_12","no"
"33","164647","2014","JOB1_12","no"
"34","342459","2018","JOB4_5","no"
"34","195357","2020","JOB7_5","no"
"34","101212","2010","JOB4_5","no"
"34","327673","2013","JOB8_6","no"
"34","183825","2014","JOB3_10","no"
"34","342936","2011","JOB8_6","no"
"34","150726","2010","JOB5_4","no"
"34","73568","2010","JOB6_8","no"
"35","291040","2012","JOB4","no"
"36","240178","2011","JOB1","no"
"36","157734","2021","JOB8","no"
"36","323250","2022","JOB3","no"
"37","49480","2012","JOB8_2","yes"
"38","369842","2012","JOB2_9","no"
"38","374261","2017","JOB5_5","no"
"38","321732","2019","JOB2_9","no"
"39","265281","2021","JOB4_10","no"
"39","214250","2014","JOB8_9","no"
"39","446451","2019","JOB1_11","no"
"39","318719","2021","JOB3_11","no"
"39","194612","2011","JOB5_10","no"
"39","428878","2018","JOB4_10","no"
"39","357464","2017","JOB7_10","no"
"39","141844","2017","JOB5_10","no"
"40","75783","2022","JOB6_2","no"
"40","372085","2015","JOB3_4","no"
"40","412350","2020","JOB8_4","no"
"40","241297","2022","JOB7_4","no"
"40","360424","2016","JOB8_4","no"
"41","112561","2016","JOB3_6","no"
"41","80021","2015","JOB4_11","no"
"41","69967","2013","JOB3_6","no"
"42","275999","2014","JOB2_8","no"
"42","404727","2010","JOB8_9","no"
"43","194049","2022","JOB1_8","no"
"43","290108","2011","JOB8_7","no"
"43","89285","2011","JOB3_8","no"
"43","132320","2014","JOB3_8","no"
"43","446235","2012","JOB6_5","no"
"43","421506","2018","JOB8_7","no"
"43","65378","2013","JOB7_8","no"
"44","327129","2021","JOB6_7","yes"
"44","389341","2018","JOB2_10","no"
"44","419814","2020","JOB3_12","no"
"44","382016","2020","JOB8_10","no"
"45","304084","2012","JOB8_11","no"
"45","49817","2020","JOB3_13","no"
"45","241297","2021","JOB6_9","no"
"45","80439","2012","JOB4_12","no"
"45","327700","2020","JOB1_2","no"
"45","192454","2019","JOB2_11","no"
"45","327953","2022","JOB2_11","no"
"45","325935","2015","JOB2_11","no"
"45","126458","2017","JOB6_9","no"
"45","259069","2022","JOB3_13","no"
"46","245154","2016","JOB7","yes"
"46","68860","2022","JOB2","no"
"46","378389","2010","JOB6","no"
"46","91168","2016","JOB1","no"
"46","80021","2022","JOB8","no"
"46","232141","2013","JOB3","no"
"46","432216","2018","JOB6","no"
"46","355400","2017","JOB1","no"
"46","228763","2018","JOB3","no"
"46","297573","2019","JOB3","no"
"47","163296","2014","JOB3_12","no"
"47","316892","2015","JOB1_10","no"
"47","203912","2017","JOB2_10","no"
"47","73348","2017","JOB6_7","no"
"47","327700","2022","JOB4_9","no"
"47","104977","2020","JOB1_10","no"
"48","327673","2019","JOB6_4","no"
"48","116819","2010","JOB4_11","no"
"48","236901","2016","JOB1_7","no"
"48","364586","2012","JOB6_4","no"
"48","257389","2019","JOB1_7","no"
"48","357464","2012","JOB4_11","no"
"48","438223","2013","JOB6_4","no"
"49","401189","2014","JOB4_13","no"
"49","108253","2012","JOB8_12","no"
"49","160012","2017","JOB8_12","no"
"49","409643","2014","JOB5_5","no"
"49","154446","2011","JOB6_10","no"
"49","246244","2022","JOB4_13","no"
"50","381068","2021","JOB5_11","yes"
"50","336731","2020","JOB2_5","no"
"50","173855","2012","JOB5_11","no"
"50","170035","2010","JOB7_3","no"
"50","190598","2020","JOB8_3","no"
"50","274428","2022","JOB6_11","no"
"50","141454","2010","JOB3_3","no"
"50","86556","2021","JOB2_5","no"
"51","291248","2011","JOB7_11","no"
"52","244367","2018","JOB3_6","no"
"52","370142","2013","JOB1_7","no"
"52","306538","2012","JOB3_6","no"
"52","90248","2011","JOB8_8","no"
"52","295972","2019","JOB6_4","no"
"52","366297","2012","JOB2_12","no"
"52","375338","2021","JOB6_4","no"
"52","75726","2019","JOB8_8","no"
"53","315051","2017","JOB5_12","yes"
"53","224329","2014","JOB4_14","no"
"53","98779","2019","JOB5_12","no"
"53","300173","2022","JOB3_14","no"
"54","365204","2012","JOB3_15","no"
"55","105454","2018","JOB7_12","no"
"55","357336","2011","JOB8_12","no"
"55","259069","2013","JOB4_13","no"
"55","116892","2010","JOB2_9","no"
"55","207524","2015","JOB7_12","no"
"55","170632","2010","JOB1_6","no"
"55","369842","2019","JOB1_6","no"
"55","116819","2011","JOB7_12","no"
"55","339497","2010","JOB5_5","no"
"55","110141","2016","JOB8_12","no"
"56","417429","2016","JOB5_8","no"
"57","105752","2011","JOB2_8","no"
"57","109835","2011","JOB5_10","no"
"57","392489","2012","JOB3_11","no"
"57","70985","2015","JOB4_10","no"
"57","58183","2021","JOB1_11","no"
"57","417269","2011","JOB4_10","no"
"57","181600","2018","JOB1_11","no"
"57","181151","2012","JOB2_8","no"
"57","309709","2016","JOB3_11","no"
"58","439867","2017","JOB1_8","no"
"58","441063","2014","JOB1_8","no"
"58","53361","2019","JOB3_8","no"
"58","394124","2012","JOB4_7","no"
"58","63035","2013","JOB2_6","no"
"58","40018","2019","JOB8_7","no"
"58","389341","2018","JOB6_5","no"
"59","120802","2017","JOB8_1","yes"
"59","192750","2015","JOB3_9","no"
"60","168330","2013","JOB2_13","no"
"60","72977","2022","JOB8_1","no"
"60","59695","2019","JOB2_13","no"
"61","194612","2010","JOB3_9","yes"
"61","440147","2011","JOB3_9","no"
"61","296388","2019","JOB1_9","no"
"62","107490","2010","JOB6_12","yes"
"62","383369","2021","JOB7_1","no"
"63","94272","2012","JOB3_9","no"
"63","70985","2022","JOB6_6","no"
"63","43648","2021","JOB4_8","no"
"63","132320","2017","JOB6_6","no"
"64","379756","2020","JOB8_6","yes"
"64","175123","2017","JOB5_4","no"
"64","141844","2014","JOB3_10","no"
"64","141844","2018","JOB4_5","no"
"64","275347","2013","JOB2_7","no"
"64","183825","2022","JOB8_6","no"
"64","414020","2019","JOB7_5","no"
"64","379756","2010","JOB1_13","no"
"64","251555","2012","JOB6_8","no"
"65","58276","2020","JOB5_13","yes"
"65","126458","2012","JOB4_6","no"
"65","391547","2014","JOB8_13","no"
"65","269051","2019","JOB4_6","no"
"65","133213","2018","JOB3_7","no"
"66","289025","2022","JOB6_13","no"
"66","304727","2019","JOB8_9","no"
"66","313236","2016","JOB6_13","no"
"66","209883","2010","JOB6_13","no"
"67","168539","2013","JOB6_2","yes"
"67","327129","2014","JOB5_14","no"
"67","195030","2012","JOB8_4","no"
"67","414020","2014","JOB4_15","no"
"67","112572","2014","JOB1_5","no"
"67","91168","2013","JOB7_4","no"
"67","321122","2021","JOB3_4","no"
"67","414388","2014","JOB3_4","no"
"67","64537","2010","JOB5_14","no"
"68","312751","2016","JOB5_15","no"
"68","381916","2022","JOB5_15","no"
"68","301918","2020","JOB7_13","no"
"68","59379","2010","JOB2_14","no"
"68","367042","2022","JOB4_16","no"
"68","261272","2018","JOB8_14","no"
"68","379722","2017","JOB6_14","no"
"68","321732","2021","JOB1_14","no"
"68","120802","2010","JOB3_16","no"
"68","430705","2012","JOB4_16","no"
"69","320473","2014","JOB7_7","no"
"69","381171","2014","JOB8_13","no"
"69","109835","2022","JOB5_13","no"
"70","327673","2013","JOB6_7","yes"
"70","428878","2020","JOB2_10","no"
"70","245154","2014","JOB1_10","no"
"70","41105","2015","JOB2_10","no"
"70","170500","2022","JOB2_10","no"
"70","357336","2019","JOB3_12","no"
"71","428557","2021","JOB6_15","no"
"71","297519","2017","JOB5_12","no"
"71","194049","2013","JOB8_15","no"
"71","154446","2018","JOB3_14","no"
"71","291040","2019","JOB8_15","no"
"71","222321","2014","JOB8_15","no"
"71","100718","2021","JOB2_15","no"
"71","145927","2021","JOB3_14","no"
"71","123368","2014","JOB3_14","no"
"71","336840","2015","JOB2_15","no"
"72","94449","2020","JOB1_2","no"
"72","195472","2010","JOB2_11","no"
"72","438223","2022","JOB8_11","no"
"72","336731","2015","JOB5_16","no"
"73","71632","2016","JOB1_12","no"
"73","116892","2018","JOB4_17","no"
"73","76151","2019","JOB2_3","no"
"73","103728","2019","JOB5_1","no"
"73","357974","2012","JOB3_2","no"
"73","48217","2010","JOB4_17","no"
"73","321122","2019","JOB4_17","no"
"73","357974","2017","JOB5_1","no"
"74","365204","2015","JOB3_14","no"
"74","369842","2022","JOB1_15","no"
"74","114513","2012","JOB3_14","no"
"75","372276","2012","JOB4_15","no"
"75","93209","2021","JOB3_4","no"
"75","107490","2021","JOB4_15","no"
"75","164443","2011","JOB8_4","no"
"75","68860","2020","JOB4_15","no"
"75","197691","2018","JOB6_2","no"
"75","257532","2013","JOB4_15","no"
"76","243745","2014","JOB1_16","no"
"76","323250","2019","JOB3_15","no"
"76","348806","2012","JOB1_16","no"
"77","107490","2013","JOB3_3","yes"
"77","156078","2019","JOB3_3","no"
"77","292185","2016","JOB3_3","no"
"77","296388","2018","JOB1_4","no"
"77","379722","2014","JOB4_3","no"
"78","71632","2019","JOB5_17","no"
"78","256991","2018","JOB5_17","no"
"78","74104","2018","JOB1_1","no"
"78","173084","2019","JOB7_14","no"
"78","194193","2020","JOB7_14","no"
"78","216969","2015","JOB3_5","no"
"78","70250","2012","JOB1_1","no"
"78","170632","2022","JOB1_1","no"
"78","378389","2015","JOB2_1","no"
"79","168539","2022","JOB3_17","no"
"80","292625","2012","JOB7_9","yes"
"80","241426","2018","JOB7_9","no"
"80","169283","2014","JOB6_6","no"
"80","75726","2013","JOB3_9","no"
"80","48217","2010","JOB3_9","no"
"81","265281","2017","JOB4_11","no"
"81","173084","2019","JOB5_9","no"
"81","139178","2013","JOB6_4","no"
"81","75500","2020","JOB7_6","no"
"81","411696","2022","JOB8_8","no"
"81","432216","2021","JOB6_4","no"
"81","40739","2020","JOB6_4","no"
"81","348806","2012","JOB8_8","no"
"81","280406","2018","JOB4_11","no"
"82","266358","2011","JOB2","yes"
"82","428878","2010","JOB6","no"
"83","194461","2012","JOB7_9","no"
"83","368074","2011","JOB7_9","no"
"84","212225","2017","JOB6_10","no"
"84","52304","2020","JOB7_12","no"
"85","328828","2018","JOB7","no"
"85","93808","2018","JOB6","no"
"85","119004","2021","JOB2","no"
"85","64537","2017","JOB8","no"
"85","202418","2010","JOB3","no"
"85","129379","2022","JOB5","no"
"85","193849","2017","JOB3","no"
"85","105752","2017","JOB2","no"
"86","89285","2018","JOB7_1","no"
"86","426554","2010","JOB8_2","no"
"86","182222","2019","JOB1_12","no"
"86","161836","2022","JOB4_17","no"
"86","269051","2017","JOB2_3","no"
"86","370142","2020","JOB7_1","no"
"86","446451","2018","JOB8_2","no"
"86","176357","2011","JOB6_12","no"
"87","193535","2017","JOB3_10","no"
"87","434076","2019","JOB2_7","no"
"87","53361","2022","JOB7_5","no"
"87","97336","2017","JOB6_8","no"
"87","52232","2013","JOB6_8","no"
"87","292625","2012","JOB3_10","no"
"87","73561","2013","JOB3_10","no"
"88","251555","2020","JOB6_4","no"
"88","366297","2013","JOB6_4","no"
"88","154446","2013","JOB3_6","no"
"88","264233","2012","JOB1_7","no"
"88","335951","2010","JOB3_6","no"
"88","388969","2012","JOB8_8","no"
"88","71632","2014","JOB6_4","no"
"88","139838","2012","JOB5_9","no"
"89","100226","2016","JOB1_12","yes"
"89","134765","2017","JOB5_1","no"
"89","291040","2021","JOB4_17","no"
"89","296388","2014","JOB3_2","no"
"89","274581","2014","JOB1_12","no"
"89","141448","2014","JOB4_17","no"
"89","312074","2021","JOB2_3","no"
"90","411696","2020","JOB1_5","no"
"90","371372","2020","JOB8_4","no"
"90","286648","2012","JOB6_2","no"
"91","70985","2019","JOB6","yes"
"91","328149","2018","JOB6","no"
"91","224449","2010","JOB3","no"
"91","430705","2014","JOB2","no"
"92","197475","2015","JOB7_9","no"
"92","59379","2019","JOB6_6","no"
"92","124706","2013","JOB2_13","no"
"92","428557","2010","JOB5_7","no"
"92","434076","2022","JOB3_9","no"
"92","102107","2017","JOB6_6","no"
"92","74104","2011","JOB2_13","no"
"92","423315","2010","JOB2_13","no"
"92","367042","2010","JOB3_9","no"
"93","43648","2012","JOB6_8","yes"
"93","81074","2019","JOB6_8","no"
"93","61784","2018","JOB5_4","no"
"93","360424","2013","JOB4_5","no"
"93","337787","2014","JOB2_7","no"
"93","52314","2022","JOB6_8","no"
"93","149139","2017","JOB5_4","no"
"93","360924","2015","JOB1_13","no"
"93","352366","2011","JOB5_4","no"
"94","210137","2014","JOB4_9","no"
"95","114513","2022","JOB5_3","no"
"95","286648","2010","JOB2_2","no"
"95","205788","2015","JOB8_16","no"
"95","308364","2019","JOB3_1","no"
"95","64537","2012","JOB6_16","no"
"95","86498","2011","JOB5_3","no"
"95","108217","2013","JOB4_1","no"
"95","388969","2011","JOB6_16","no"
"96","426554","2012","JOB6_10","no"
"96","255698","2022","JOB6_10","no"
"97","245154","2015","JOB2_4","no"
"97","119097","2022","JOB6_1","no"
"97","194461","2010","JOB1_17","no"
"97","378112","2019","JOB5_2","no"
"97","274428","2013","JOB7_2","no"
"97","73337","2015","JOB8_17","no"
"97","415903","2019","JOB1_17","no"
"97","186866","2014","JOB8_17","no"
"97","419814","2020","JOB8_17","no"
"97","102974","2017","JOB8_17","no"
"98","292185","2020","JOB6_14","no"
"98","174121","2016","JOB5_15","no"
"98","351944","2019","JOB6_14","no"
"98","165198","2013","JOB7_13","no"
"98","334097","2022","JOB3_16","no"
"98","241426","2013","JOB2_14","no"
"98","327334","2021","JOB8_14","no"
"98","354575","2021","JOB6_14","no"
"98","73337","2019","JOB4_16","no"
"99","51333","2015","JOB4_3","no"
"99","74137","2013","JOB4_3","no"
"100","176988","2021","JOB3_5","no"
"100","139838","2010","JOB5_17","no"
"100","430705","2022","JOB2_1","no"
"100","40018","2012","JOB6_3","no"
"101","328828","2012","JOB4_6","no"
"101","446235","2014","JOB2_16","no"
"101","212225","2018","JOB3_7","no"
"101","214250","2019","JOB3_7","no"
"101","281927","2011","JOB5_13","no"
"102","385921","2015","JOB1_3","yes"
"102","365204","2021","JOB5_3","no"
"102","373973","2019","JOB7_15","no"
"102","164647","2016","JOB3_1","no"
"103","428557","2022","JOB2_14","no"
"103","360424","2021","JOB2_14","no"
"103","198708","2014","JOB3_16","no"
"103","183825","2012","JOB2_14","no"
"103","63035","2019","JOB1_14","no"
"103","342921","2021","JOB7_13","no"
"103","367188","2011","JOB5_15","no"
"103","415711","2022","JOB3_16","no"
"103","273089","2020","JOB8_14","no"
"104","219898","2021","JOB7_16","no"
"104","363351","2010","JOB5_12","no"
"104","122922","2019","JOB4_14","no"
"104","373973","2017","JOB6_15","no"
"105","181151","2014","JOB4_5","yes"
"105","236901","2020","JOB2_7","no"
"105","251555","2018","JOB2_7","no"
"105","308756","2015","JOB2_7","no"
"105","305111","2012","JOB5_4","no"
"105","90835","2011","JOB6_8","no"
"105","80439","2019","JOB2_7","no"
"105","161836","2011","JOB3_10","no"
"105","329353","2012","JOB6_8","no"
"105","119097","2020","JOB4_5","no"
"106","432053","2019","JOB1_10","no"
"106","347931","2010","JOB8_10","no"
"106","340421","2015","JOB4_9","no"
"106","350253","2014","JOB3_12","no"
"106","443306","2022","JOB3_12","no"
"106","242360","2020","JOB2_10","no"
"106","40018","2017","JOB8_10","no"
"106","327953","2016","JOB5_8","no"
"106","117847","2022","JOB2_10","no"
"106","327081","2013","JOB4_9","no"
"107","292890","2019","JOB7_6","yes"
"107","296388","2016","JOB4_11","no"
"107","342134","2022","JOB8_8","no"
"107","73337","2010","JOB4_11","no"
"107","190598","2014","JOB8_8","no"
"107","289582","2018","JOB7_6","no"
"107","71040","2020","JOB1_7","no"
"108","395121","2019","JOB8_9","no"
"108","251767","2010","JOB5_10","no"
"108","154923","2021","JOB1_11","no"
"108","426554","2018","JOB3_11","no"
"108","285003","2015","JOB1_11","no"
"109","206063","2021","JOB8_12","yes"
"109","312074","2017","JOB6_10","no"
"109","52304","2022","JOB7_12","no"
"109","170632","2010","JOB7_12","no"
"110","70985","2018","JOB4_7","no"
"110","434076","2010","JOB6_5","no"
"111","342459","2013","JOB2_9","no"
"111","286648","2017","JOB4_13","no"
"111","417429","2021","JOB8_12","no"
"112","395121","2014","JOB8","no"
"112","146384","2018","JOB1","no"
"112","135437","2013","JOB2","no"
"112","48194","2011","JOB2","no"
"112","133213","2013","JOB6","no"
"112","369842","2013","JOB7","no"
"112","321683","2013","JOB8","no"
"112","205788","2013","JOB1","no"
"113","314475","2010","JOB4_10","no"
"113","305111","2012","JOB2_8","no"
"114","372085","2019","JOB7_7","no"
"114","167156","2021","JOB4_6","no"
"114","292185","2015","JOB7_7","no"
"114","270959","2012","JOB4_6","no"
"114","168539","2017","JOB4_6","no"
"115","192750","2010","JOB6_5","no"
"115","288197","2020","JOB1_8","no"
"115","206398","2015","JOB5_6","no"
"115","415711","2016","JOB4_7","no"
"115","75438","2020","JOB4_7","no"
"116","366297","2014","JOB1_16","no"
"116","222321","2022","JOB4_18","no"
"116","64189","2012","JOB3_15","no"
"116","86502","2018","JOB2_17","no"
"117","230592","2016","JOB8_3","yes"
"118","334509","2012","JOB4_9","no"
"118","312074","2019","JOB6_7","no"
"118","57274","2014","JOB2_10","no"
"119","248253","2017","JOB3_14","no"
"119","439867","2020","JOB1_15","no"
"119","412350","2017","JOB5_12","no"
"119","297519","2014","JOB5_12","no"
"119","204120","2020","JOB4_14","no"
"120","335951","2013","JOB2_7","no"
"120","275347","2022","JOB4_5","no"
"120","430705","2018","JOB6_8","no"
"120","329892","2020","JOB6_8","no"
"121","52314","2017","JOB1_18","no"
"121","445201","2016","JOB5_13","no"
"121","314475","2010","JOB4_6","no"
"121","287493","2011","JOB1_18","no"
"121","294619","2019","JOB3_7","no"
"121","327487","2019","JOB8_13","no"
"121","314475","2011","JOB4_6","no"
"122","118591","2017","JOB1_14","no"
"122","382956","2014","JOB1_14","no"
"122","194101","2010","JOB2_14","no"
"122","392377","2016","JOB6_14","no"
"122","328943","2016","JOB2_14","no"
"122","433518","2019","JOB4_16","no"
"123","52314","2020","JOB2_13","no"
"123","224329","2016","JOB4_8","no"
"123","406973","2010","JOB2_13","no"
"123","254142","2011","JOB3_9","no"
"123","80439","2013","JOB5_7","no"
"123","367042","2021","JOB5_7","no"
"123","378389","2015","JOB2_13","no"
"123","382016","2014","JOB4_8","no"
"124","417429","2018","JOB2_12","yes"
"124","264233","2014","JOB6_4","no"
"124","181600","2021","JOB4_11","no"
"124","414551","2012","JOB5_9","no"
"124","206398","2017","JOB5_9","no"
"124","378834","2022","JOB2_12","no"
"124","134765","2016","JOB1_7","no"
"125","336731","2012","JOB1_11","yes"
"125","441063","2021","JOB3_11","no"
"126","364586","2010","JOB4_5","no"
"126","108253","2015","JOB7_5","no"
"126","67726","2019","JOB8_6","no"
"126","98779","2018","JOB2_7","no"
"126","274428","2010","JOB7_5","no"
"126","438223","2021","JOB6_8","no"
"126","170642","2016","JOB1_13","no"
"127","224449","2019","JOB2_6","no"
"127","129379","2022","JOB1_8","no"
"127","116819","2013","JOB2_6","no"
"128","112561","2013","JOB1_6","no"
"128","329183","2022","JOB1_6","no"
"128","335951","2021","JOB8_12","no"
"128","419814","2017","JOB6_10","no"
"128","105454","2016","JOB6_10","no"
"128","94272","2021","JOB2_9","no"
"128","329892","2013","JOB2_9","no"
"128","426554","2014","JOB7_12","no"
"128","222321","2017","JOB1_6","no"
"129","224970","2018","JOB2_16","no"
"129","59379","2016","JOB1_18","no"
"129","73348","2021","JOB2_16","no"
"129","86556","2018","JOB5_13","no"
"129","330595","2018","JOB7_7","no"
"129","49817","2012","JOB3_7","no"
"129","322411","2020","JOB4_6","no"
"130","303499","2017","JOB5_15","yes"
"130","157734","2019","JOB6_14","no"
"130","314566","2015","JOB8_14","no"
"130","440147","2018","JOB7_13","no"
"131","334509","2022","JOB1_12","no"
"131","432053","2021","JOB4_17","no"
"131","210137","2012","JOB7_1","no"
"131","411168","2022","JOB7_1","no"
"131","433518","2017","JOB1_12","no"
"131","82740","2018","JOB3_2","no"
"131","164647","2013","JOB5_1","no"
"131","415711","2014","JOB7_1","no"
"132","372085","2022","JOB1_18","no"
"133","65378","2011","JOB3_1","yes"
"133","93209","2013","JOB8_16","no"
"133","366297","2016","JOB1_3","no"
"133","357336","2019","JOB8_16","no"
"133","251767","2012","JOB4_1","no"
"133","372276","2020","JOB5_3","no"
"133","234854","2013","JOB5_3","no"
"133","95018","2014","JOB1_3","no"
"134","203912","2020","JOB3_18","no"
"134","122304","2014","JOB7_12","no"
"134","82215","2017","JOB1_6","no"
"134","109835","2013","JOB3_18","no"
"134","291248","2020","JOB1_6","no"
"134","444208","2012","JOB1_6","no"
"135","222829","2013","JOB8_13","no"
"135","199065","2015","JOB6_17","no"
"135","286952","2020","JOB2_16","no"
"135","252755","2013","JOB5_13","no"
"135","446420","2012","JOB5_13","no"
"136","312074","2013","JOB1_9","yes"
"136","117847","2011","JOB5_7","no"
"136","197475","2020","JOB5_7","no"
"136","365204","2011","JOB2_13","no"
"136","334509","2013","JOB4_8","no"
"136","121375","2011","JOB1_9","no"
"136","257594","2017","JOB2_13","no"
"136","325935","2016","JOB7_9","no"
"137","223271","2020","JOB4_14","yes"
"137","401001","2013","JOB2_15","no"
"137","75500","2013","JOB8_15","no"
"137","361904","2021","JOB6_15","no"
"137","256991","2021","JOB5_12","no"
"137","368874","2014","JOB7_16","no"
"138","439626","2018","JOB5_13","no"
"138","193849","2021","JOB3_7","no"
"138","441063","2014","JOB6_17","no"
"138","389341","2015","JOB7_7","no"
"138","74137","2019","JOB5_13","no"
"138","164443","2012","JOB1_18","no"
"138","80021","2011","JOB7_7","no"
"138","370566","2014","JOB3_7","no"
"138","156078","2022","JOB3_7","no"
"138","145190","2017","JOB8_13","no"
"139","230592","2022","JOB8_12","no"
"140","266399","2017","JOB2_12","no"
"140","62103","2017","JOB4_11","no"
"140","426703","2013","JOB6_4","no"
"140","221786","2016","JOB7_6","no"
"140","428878","2012","JOB5_9","no"
