"PersonID","Earnings","EarningsYear","JobID","StillWorking"
"42","199748","2015","JOB6","no"
"42","299854","2018","JOB1_11","no"
"42","345930","2020","JOB8","no"
"42","404486","2013","JOB3_1","no"
"43","103153","2011","JOB8_6","no"
"43","289110","2022","JOB1_12","no"
"43","265049","2019","JOB4_12","no"
"44","326892","2019","JOB4_9","yes"
"44","92227","2018","JOB5_6","no"
"45","409629","2017","JOB2_8","no"
"45","281573","2013","JOB4_6","no"
"45","433727","2018","JOB1_13","no"
"46","60316","2015","JOB6_5","yes"
"46","311711","2012","JOB2_9","no"
"47","153210","2013","JOB7_5","no"
"47","156164","2011","JOB7_5","no"
"48","55167","2012","JOB1_3","yes"
"48","445926","2022","JOB1_3","no"
"48","278290","2021","JOB7","no"
"49","303994","2012","JOB6_4","no"
"49","222434","2021","JOB1_10","no"
"49","265265","2013","JOB7_5","no"
"49","114224","2019","JOB5_7","no"
"50","336477","2014","JOB6_8","no"
"50","247391","2011","JOB2_10","no"
"50","111500","2020","JOB8_7","no"
"51","51269","2022","JOB6_7","no"
"51","140396","2010","JOB6_7","no"
"51","96394","2010","JOB3_10","no"
"51","400842","2017","JOB6_7","no"
"52","224783","2015","JOB5_4","no"
"53","311687","2020","JOB1_14","no"
"53","255424","2015","JOB4_13","no"
"53","222434","2010","JOB5_8","no"
"53","274988","2018","JOB2_11","no"
"54","188342","2018","JOB2_1","no"
"54","140396","2019","JOB7_3","no"
"54","240928","2014","JOB7_3","no"
"54","210033","2014","JOB4_4","no"
"54","341163","2018","JOB4_4","no"
"55","382627","2020","JOB4_8","yes"
"55","135154","2011","JOB2_12","no"
"55","53382","2013","JOB5_9","no"
"55","156520","2017","JOB3_7","no"
"55","123078","2021","JOB5_9","no"
"56","103153","2020","JOB5_10","no"
"56","239596","2022","JOB8_6","no"
"56","123078","2016","JOB7_6","no"
"56","257437","2010","JOB6_9","no"
"56","135154","2016","JOB4_12","no"
"57","222096","2010","JOB6_7","no"
"57","153628","2014","JOB7_7","no"
"58","260356","2020","JOB4_6","no"
"58","81856","2022","JOB2_8","no"
"59","220324","2013","JOB7_8","no"
"59","320047","2011","JOB2_13","no"
"59","153210","2014","JOB3_12","no"
"59","282996","2022","JOB7_8","no"
"60","321492","2021","JOB7_9","no"
"60","212328","2016","JOB2_14","no"
"61","351161","2012","JOB2_15","no"
"61","216532","2016","JOB3_13","no"
"61","264261","2020","JOB7_6","no"
"61","268825","2011","JOB2_15","no"
"61","188729","2010","JOB5_10","no"
"62","314066","2017","JOB4_3","no"
"62","400842","2015","JOB5_7","no"
"62","314505","2017","JOB7_5","no"
"62","87905","2012","JOB3_2","no"
"62","53896","2022","JOB1_10","no"
"63","428704","2014","JOB7_10","no"
"63","121448","2022","JOB7_10","no"
"63","221203","2022","JOB6_10","no"
"64","382627","2021","JOB3_14","no"
"64","282996","2015","JOB6_2","no"
"65","449390","2015","JOB3_2","no"
"65","74787","2015","JOB8_3","no"
"65","261796","2010","JOB6_4","no"
"66","245667","2019","JOB2","no"
"67","148336","2021","JOB3_9","yes"
"67","43718","2016","JOB7_4","no"
"67","211454","2018","JOB2_10","no"
"68","62028","2022","JOB3_2","no"
"69","441249","2016","JOB4_12","yes"
"69","373752","2018","JOB5_10","no"
"69","269969","2013","JOB8_6","no"
"70","167472","2011","JOB4_12","no"
"71","384826","2018","JOB1_14","no"
"71","153628","2013","JOB6_11","no"
"71","223998","2016","JOB7_11","no"
"71","69884","2022","JOB5_8","no"
"71","433727","2012","JOB1_14","no"
"72","412656","2012","JOB4_5","no"
"72","296048","2012","JOB2_5","no"
"72","386631","2022","JOB7","no"
"72","101783","2011","JOB8_4","no"
"73","433727","2017","JOB2","yes"
"73","219300","2012","JOB6","no"
"74","356188","2014","JOB3","yes"
"75","421813","2022","JOB7_12","no"
"75","231602","2022","JOB3_1","no"
"75","428704","2011","JOB5_11","no"
"75","352904","2020","JOB4_10","no"
"75","399144","2010","JOB1_11","no"
"76","338850","2019","JOB7","no"
"76","311687","2012","JOB8_4","no"
"77","395706","2021","JOB6_2","no"
"77","260292","2019","JOB1_15","no"
"78","203459","2010","JOB6_8","yes"
"78","390205","2021","JOB6_8","no"
"78","167472","2015","JOB4","no"
"78","211454","2015","JOB5","no"
"79","123590","2014","JOB4_2","yes"
"79","238462","2013","JOB2_3","no"
"79","138314","2022","JOB5_2","no"
"79","140396","2022","JOB1_2","no"
"80","53896","2017","JOB8_4","no"
"80","71096","2019","JOB8_4","no"
"80","320047","2022","JOB7","no"
"80","238462","2022","JOB3_6","no"
"81","161723","2015","JOB7_8","yes"
"81","81528","2022","JOB7_8","no"
"81","368607","2021","JOB4_14","no"
"82","362644","2010","JOB4_13","yes"
"82","191908","2011","JOB5_8","no"
"82","304070","2013","JOB3_15","no"
"83","121448","2019","JOB2_16","no"
"83","240928","2019","JOB1_7","no"
"83","89615","2011","JOB8_8","no"
"83","161447","2015","JOB1_7","no"
"83","337565","2017","JOB5_6","no"
"84","119889","2016","JOB4_15","no"
"85","59687","2013","JOB2_9","yes"
"86","271032","2013","JOB2_7","yes"
"86","433727","2012","JOB1_8","no"
"86","337862","2012","JOB5_12","no"
"87","194827","2018","JOB4_10","no"
"87","389553","2022","JOB1_11","no"
"87","362644","2016","JOB8","no"
"88","268649","2019","JOB3_13","yes"
"88","116934","2016","JOB1_12","no"
"88","119651","2019","JOB7_6","no"
"88","304957","2018","JOB6_9","no"
"89","62028","2019","JOB4_14","no"
"89","403808","2013","JOB7_8","no"
"89","131643","2015","JOB3_12","no"
"89","333134","2018","JOB6_6","no"
"90","371437","2016","JOB8_4","no"
"90","379856","2015","JOB1_3","no"
"90","56397","2013","JOB7","no"
"91","311687","2017","JOB7_1","no"
"92","340322","2014","JOB1_2","yes"
"92","266568","2021","JOB1_2","no"
"93","362640","2018","JOB3_6","no"
"93","351161","2010","JOB5_13","no"
"93","397670","2011","JOB8_4","no"
"93","250339","2018","JOB6_12","no"
"93","388870","2022","JOB6_12","no"
"94","96324","2022","JOB3_8","yes"
"94","231223","2011","JOB5_12","no"
"95","356461","2018","JOB8_8","yes"
"95","141123","2014","JOB4_9","no"
"96","91862","2016","JOB2_16","no"
"96","250339","2011","JOB1_7","no"
"96","307746","2015","JOB1_7","no"
"96","223998","2019","JOB6_7","no"
"96","189086","2022","JOB4_9","no"
"97","305770","2013","JOB2_3","no"
"97","430900","2012","JOB2_3","no"
"98","355977","2011","JOB7_6","yes"
"98","303539","2014","JOB8_6","no"
"98","438727","2017","JOB2_15","no"
"98","43718","2018","JOB3_13","no"
"98","264261","2013","JOB6_9","no"
"99","124198","2019","JOB2_3","no"
"99","55167","2018","JOB1_2","no"
"99","335565","2020","JOB4_2","no"
"99","295875","2021","JOB4_2","no"
"100","345930","2020","JOB8_6","yes"
"101","374732","2020","JOB2_14","no"
"101","113165","2022","JOB3_16","no"
"101","99159","2020","JOB7_9","no"
"102","114375","2021","JOB6_13","no"
"102","173034","2017","JOB7_9","no"
"102","336232","2016","JOB2_14","no"
"102","345930","2012","JOB5_14","no"
"102","420697","2022","JOB7_9","no"
"103","105853","2013","JOB4_11","no"
"103","278290","2018","JOB4_11","no"
"103","317813","2016","JOB6_5","no"
"103","343479","2012","JOB4_11","no"
"104","221568","2010","JOB3_2","no"
"104","409739","2015","JOB2_4","no"
"104","255853","2016","JOB1_10","no"
"104","187295","2019","JOB1_10","no"
"104","406919","2013","JOB4_3","no"
"105","128864","2022","JOB1_5","no"
"106","436760","2022","JOB6_3","yes"
"106","341482","2020","JOB8_9","no"
"106","386700","2021","JOB1_6","no"
"107","107292","2017","JOB6_4","no"
"107","356162","2010","JOB1_10","no"
"107","379856","2022","JOB4_3","no"
"107","188729","2018","JOB6_4","no"
"108","418636","2010","JOB8_6","no"
"108","235712","2021","JOB7_6","no"
"109","338663","2014","JOB3_10","no"
"109","345930","2022","JOB5_6","no"
"110","89615","2017","JOB2_17","yes"
"110","168214","2021","JOB1_16","no"
"111","299344","2010","JOB1_12","no"
"111","62028","2021","JOB5_10","no"
"111","254624","2022","JOB1_12","no"
"112","441249","2014","JOB8_9","no"
"113","112889","2019","JOB8_10","no"
"113","197960","2016","JOB2_8","no"
"114","406105","2020","JOB7_7","no"
"114","311852","2021","JOB4_9","no"
"114","223998","2013","JOB1_7","no"
"114","96203","2016","JOB7_7","no"
"114","98102","2019","JOB8_8","no"
"115","247391","2021","JOB5_13","yes"
"115","307746","2014","JOB7","no"
"115","116934","2020","JOB5_13","no"
"115","420697","2021","JOB6_12","no"
"116","298549","2021","JOB6_12","yes"
"116","101783","2013","JOB4_5","no"
"117","130536","2010","JOB6_14","yes"
"117","321016","2013","JOB6_14","no"
"117","242853","2018","JOB7_13","no"
"117","372521","2013","JOB7_13","no"
"118","330609","2019","JOB8_11","no"
"118","449186","2013","JOB3_5","no"
"119","210380","2011","JOB4_8","yes"
"119","223998","2013","JOB3_7","no"
"119","50802","2013","JOB6_3","no"
"120","372438","2020","JOB7_2","no"
"120","222434","2018","JOB8_9","no"
"120","239596","2013","JOB5_9","no"
"121","63674","2013","JOB7_10","no"
"121","143059","2013","JOB5_5","no"
"121","352612","2018","JOB7_10","no"
"121","98102","2014","JOB5_5","no"
"122","273769","2021","JOB1_2","no"
"122","372521","2021","JOB3_17","no"
"122","255801","2020","JOB5_2","no"
"123","233460","2015","JOB5_10","yes"
"124","438427","2015","JOB7_12","yes"
"124","352612","2017","JOB1_11","no"
"125","51269","2011","JOB5_12","no"
"125","388519","2010","JOB8_12","no"
"125","179431","2020","JOB4_16","no"
"125","430900","2013","JOB4_16","no"
"126","316141","2010","JOB2_10","no"
"126","438427","2011","JOB2_10","no"
"126","63674","2022","JOB1","no"
"127","389558","2014","JOB1_9","no"
"127","235902","2011","JOB7_10","no"
"127","311691","2012","JOB2_6","no"
"128","317813","2011","JOB1_15","yes"
"128","178413","2018","JOB4_17","no"
"128","67667","2019","JOB6_2","no"
"128","278971","2016","JOB8_13","no"
"129","409739","2018","JOB3_6","no"
"129","360629","2021","JOB6_12","no"
"129","220472","2011","JOB4_5","no"
"129","239600","2016","JOB8_4","no"
"130","153210","2019","JOB6_15","no"
"131","236649","2011","JOB3_14","no"
"132","311852","2022","JOB8_14","yes"
"132","189949","2011","JOB7_13","no"
"132","189086","2015","JOB3_18","no"
"133","351161","2016","JOB3_15","no"
"133","62183","2014","JOB5_8","no"
"134","43718","2022","JOB7_14","no"
"135","81528","2015","JOB5_10","yes"
"135","370543","2012","JOB7_6","no"
"136","303994","2013","JOB2_11","no"
"137","67667","2015","JOB8_7","yes"
"137","114375","2022","JOB7_4","no"
"137","114375","2011","JOB4","no"
"138","347386","2017","JOB6_1","no"
"139","67667","2011","JOB7_2","no"
"139","130536","2015","JOB7_2","no"
"139","384104","2018","JOB8_9","no"
"139","351272","2015","JOB5_9","no"
"140","341531","2010","JOB7_15","no"
"140","98322","2010","JOB6_2","no"
"140","50321","2012","JOB8_13","no"
"141","305770","2013","JOB3_8","no"
"142","406105","2012","JOB8_13","no"
"142","274790","2010","JOB5_15","no"
"142","295875","2015","JOB2_18","no"
"143","371240","2019","JOB5_2","no"
"144","427819","2011","JOB6_16","yes"
"144","404614","2013","JOB7_16","no"
"144","131643","2022","JOB7_16","no"
"144","62028","2021","JOB2_8","no"
"145","253023","2011","JOB5_1","no"
"145","91862","2010","JOB6_15","no"
"145","85953","2013","JOB1_1","no"
"145","161447","2015","JOB4_4","no"
"146","430900","2014","JOB5_8","no"
"147","441249","2018","JOB4","no"
"147","425046","2019","JOB6_8","no"
"147","356461","2022","JOB4","no"
"148","273340","2013","JOB3_13","no"
"148","43718","2016","JOB7_6","no"
"148","58749","2016","JOB1_12","no"
"149","321492","2013","JOB1","no"
"150","341482","2022","JOB5_7","yes"
"150","98704","2016","JOB8_3","no"
"150","364450","2012","JOB3_2","no"
"151","156137","2022","JOB2_2","no"
"151","154190","2019","JOB4_1","no"
"151","224783","2017","JOB5_16","no"
"151","273769","2017","JOB4_1","no"
"152","143059","2012","JOB4_8","no"
"152","238462","2021","JOB6_3","no"
"153","40048","2019","JOB4_18","no"
"153","257277","2020","JOB4_18","no"
"154","413639","2016","JOB3_9","no"
"155","299344","2012","JOB6","no"
"155","221568","2020","JOB3_1","no"
"155","332994","2015","JOB1_11","no"
"156","303419","2022","JOB5_3","yes"
"156","348293","2022","JOB6_16","no"
"156","250339","2010","JOB5_3","no"
"156","255424","2011","JOB7_16","no"
"156","282996","2013","JOB8_10","no"
"157","427230","2022","JOB4_2","yes"
"157","56101","2017","JOB5_2","no"
"158","413516","2012","JOB1_4","no"
"159","425046","2013","JOB3_2","no"
"160","179914","2016","JOB5_17","no"
"160","260356","2017","JOB4_14","no"
"160","99159","2016","JOB7_8","no"
"160","340322","2017","JOB2_13","no"
"161","304957","2017","JOB1_17","no"
"161","74787","2010","JOB5_14","no"
"161","352612","2020","JOB2_14","no"
"161","162299","2018","JOB6_13","no"
"161","107020","2021","JOB4_18","no"
"162","436760","2020","JOB6_5","no"
"162","269261","2016","JOB5_4","no"
"162","156164","2013","JOB6_5","no"
"162","68586","2010","JOB6_5","no"
"163","345930","2017","JOB8_15","no"
"163","210380","2010","JOB4_18","no"
"163","212615","2019","JOB1_17","no"
"163","162299","2022","JOB8_15","no"
"164","235860","2016","JOB6_10","no"
"164","317461","2017","JOB5_5","no"
"164","304070","2010","JOB6_10","no"
"165","445456","2018","JOB2_8","yes"
"165","114713","2019","JOB4_6","no"
"166","175522","2021","JOB8_2","no"
"167","418636","2021","JOB1_15","no"
"167","159585","2015","JOB8_13","no"
"167","54408","2018","JOB6_2","no"
"167","210033","2022","JOB3_14","no"
"168","341531","2020","JOB3_9","no"
"168","261614","2013","JOB5","no"
"169","169640","2017","JOB5_16","no"
"170","40073","2012","JOB3_16","no"
"170","351272","2014","JOB7_9","no"
"170","356461","2020","JOB1_17","no"
"170","297665","2019","JOB3_16","no"
"171","136860","2011","JOB4_5","no"
"172","408236","2018","JOB3_9","yes"
"173","367806","2010","JOB3_13","no"
"173","46085","2011","JOB4_12","no"
"173","46085","2022","JOB4_12","no"
"174","386631","2014","JOB5_11","no"
"174","273112","2012","JOB1_11","no"
"175","151449","2019","JOB5_15","yes"
"175","62183","2014","JOB6_2","no"
"175","110306","2022","JOB2_18","no"
"175","261614","2021","JOB8_13","no"
"175","62028","2016","JOB7_15","no"
"176","363637","2018","JOB6_4","no"
"176","292327","2013","JOB2_4","no"
"177","70318","2020","JOB3_10","yes"
"178","141692","2015","JOB2_10","no"
"178","240928","2014","JOB8_7","no"
"178","249360","2010","JOB7_4","no"
"179","359225","2021","JOB6_16","no"
"179","299344","2021","JOB3_3","no"
"179","107020","2013","JOB7_16","no"
"180","99487","2014","JOB2","yes"
"180","161723","2020","JOB1_11","no"
"180","411175","2010","JOB6","no"
"180","438727","2013","JOB1_11","no"
"181","371437","2015","JOB4_15","no"
"181","360362","2018","JOB5_18","no"
"181","132122","2010","JOB1_16","no"
"182","107292","2011","JOB6_14","no"
"183","253023","2012","JOB7_2","no"
"183","156520","2021","JOB1_6","no"
"184","148336","2010","JOB4_11","no"
"185","389558","2011","JOB4_2","yes"
"185","121448","2017","JOB5_2","no"
"186","118989","2013","JOB5_3","no"
"186","338663","2017","JOB2_8","no"
"186","421813","2016","JOB2_8","no"
"186","205446","2022","JOB8_10","no"
"186","411983","2017","JOB3_3","no"
"187","388870","2012","JOB1_16","no"
"187","343479","2010","JOB4_15","no"
"187","199748","2015","JOB7_13","no"
"187","81528","2021","JOB2_17","no"
"188","242235","2011","JOB6_2","yes"
"188","40048","2020","JOB2_18","no"
"189","62028","2018","JOB7_5","no"
"190","355730","2010","JOB2_10","no"
"190","278971","2012","JOB2_10","no"
"190","235889","2016","JOB4","no"
"190","138314","2013","JOB7_4","no"
"190","142788","2013","JOB6_8","no"
"191","249360","2021","JOB6_8","no"
"191","424865","2022","JOB7_4","no"
"191","62183","2010","JOB3_9","no"
"191","317461","2013","JOB5","no"
"192","371240","2019","JOB6_4","no"
"192","148583","2022","JOB2_4","no"
"192","430600","2015","JOB8_3","no"
"192","221177","2012","JOB1_10","no"
"193","343489","2013","JOB8_7","no"
"193","164998","2010","JOB4","no"
"193","449390","2013","JOB5","no"
"193","403808","2019","JOB7_4","no"
"194","195837","2016","JOB7_14","no"
"194","381764","2011","JOB1_4","no"
"194","388519","2013","JOB2_2","no"
"194","267744","2019","JOB5_16","no"
"194","338619","2014","JOB4_1","no"
"195","274988","2021","JOB6_6","yes"
"196","264261","2013","JOB4_2","no"
"197","98704","2010","JOB6_16","no"
"197","187295","2011","JOB2_8","no"
"197","400842","2018","JOB1_13","no"
"197","255424","2016","JOB5_3","no"
"198","189086","2021","JOB6_16","no"
"198","222096","2018","JOB1_13","no"
"199","62028","2015","JOB8_1","no"
"199","393013","2011","JOB6_1","no"
"199","265049","2013","JOB7_14","no"
"199","326892","2016","JOB6_1","no"
"200","138314","2022","JOB7","yes"
"201","314066","2012","JOB8_11","no"
"201","253023","2020","JOB7_3","no"
"201","199474","2020","JOB3_5","no"
"201","358069","2019","JOB6_15","no"
"201","362644","2018","JOB6_15","no"
"202","159831","2014","JOB2_18","yes"
"202","343489","2014","JOB1_15","no"
"203","317813","2012","JOB2_7","no"
"203","420409","2010","JOB4_16","no"
"204","67590","2013","JOB4_1","yes"
"204","365153","2015","JOB1_4","no"
"204","148336","2016","JOB3","no"
"205","186456","2014","JOB8_10","yes"
"205","303419","2017","JOB2_8","no"
"206","425046","2015","JOB8_11","no"
"206","390205","2012","JOB5_1","no"
"206","449186","2018","JOB1_1","no"
"206","165361","2019","JOB5_1","no"
"207","118571","2022","JOB6_6","yes"
"208","141123","2021","JOB5_13","yes"
"209","287682","2019","JOB3_6","yes"
"209","62028","2017","JOB5_13","no"
"209","388866","2016","JOB6_12","no"
"209","179608","2015","JOB1_3","no"
"210","165840","2011","JOB4_5","no"
"210","175522","2011","JOB6_12","no"
"211","273558","2018","JOB8_14","no"
"211","60316","2019","JOB5_18","no"
"211","299854","2021","JOB3_18","no"
"212","261796","2011","JOB6_1","yes"
"212","156520","2013","JOB2_2","no"
"213","123078","2015","JOB7_17","no"
"213","220472","2017","JOB7_17","no"
"213","387991","2016","JOB3_17","no"
"213","388317","2016","JOB1_2","no"
"214","421813","2015","JOB2_1","no"
"214","167172","2017","JOB6_15","no"
"214","235889","2017","JOB3_5","no"
"214","445354","2013","JOB1_1","no"
"215","169640","2021","JOB1_12","no"
"215","92227","2012","JOB3_13","no"
"216","178413","2017","JOB4_5","no"
"216","69884","2016","JOB1_3","no"
"217","445456","2013","JOB6_13","no"
"218","421033","2020","JOB5","yes"
"218","132122","2012","JOB4","no"
"218","388519","2019","JOB3_9","no"
"219","127191","2021","JOB7_10","yes"
"219","131399","2010","JOB2_6","no"
"219","258006","2015","JOB2_6","no"
"219","165840","2017","JOB3_4","no"
"219","413639","2018","JOB5_5","no"
"220","314505","2021","JOB5_5","no"
"220","190177","2011","JOB3_4","no"
"220","101783","2021","JOB3_4","no"
"221","430967","2016","JOB1_10","yes"
"221","80252","2014","JOB3_2","no"
"222","74787","2018","JOB5_17","yes"
"222","148583","2020","JOB4_14","no"
"222","205956","2018","JOB7_8","no"
"222","60316","2011","JOB5_17","no"
"223","167472","2020","JOB5_14","yes"
"223","430667","2011","JOB3_16","no"
"223","172656","2020","JOB3_16","no"
"223","359225","2016","JOB6_13","no"
"224","430667","2017","JOB8_13","no"
"224","299854","2010","JOB1_15","no"
"225","235889","2019","JOB4_17","yes"
"226","363637","2022","JOB6","no"
"226","321492","2018","JOB3_1","no"
"227","156557","2022","JOB3_4","no"
"227","168629","2021","JOB1_9","no"
"227","404614","2021","JOB7_10","no"
"227","261796","2020","JOB4_7","no"
"227","352612","2011","JOB2_6","no"
"228","445419","2020","JOB4_1","no"
"229","444825","2010","JOB5_9","no"
"229","330609","2018","JOB8_9","no"
"229","268672","2022","JOB7_2","no"
"230","69884","2010","JOB4_15","no"
"230","390205","2014","JOB8_14","no"
"230","378438","2017","JOB1_16","no"
"230","113165","2019","JOB8_14","no"
"231","441249","2010","JOB4_2","no"
"232","314505","2012","JOB2_16","no"
"232","317813","2011","JOB6_7","no"
"232","400842","2012","JOB3_10","no"
"233","250339","2016","JOB4_7","no"
"233","242853","2015","JOB5_5","no"
"234","408075","2011","JOB3_2","no"
"234","266568","2021","JOB2_4","no"
"235","341266","2012","JOB5_16","no"
"235","378438","2020","JOB4_1","no"
"236","363879","2014","JOB6_17","no"
"236","84980","2013","JOB4_16","no"
"236","388870","2010","JOB5_12","no"
"236","103153","2017","JOB2_7","no"
"237","178541","2019","JOB5_5","no"
"238","411771","2012","JOB5_3","yes"
"238","425046","2013","JOB7_16","no"
"238","238462","2016","JOB1_13","no"
"239","195837","2019","JOB6_2","yes"
"240","156164","2012","JOB5","no"
"240","411771","2013","JOB6_8","no"
"240","411983","2021","JOB8_7","no"
"240","123229","2014","JOB1","no"
"241","67667","2022","JOB2_6","no"
"241","436940","2022","JOB6_10","no"
"242","50136","2015","JOB7_4","no"
"243","384826","2022","JOB5_7","no"
"243","363637","2022","JOB7_5","no"
"243","214392","2020","JOB7_5","no"
"244","216532","2020","JOB5_12","no"
"244","377743","2019","JOB8_12","no"
"244","247440","2019","JOB4_16","no"
"244","154190","2021","JOB3_8","no"
"244","184502","2019","JOB2_7","no"
"245","438427","2019","JOB3_10","no"
"245","380349","2021","JOB1_7","no"
"245","292346","2019","JOB6_7","no"
"246","397670","2019","JOB6_5","no"
"246","107292","2021","JOB7_1","no"
"246","161723","2014","JOB2_9","no"
"246","285677","2016","JOB4_11","no"
"246","103153","2011","JOB6_5","no"
"247","211454","2015","JOB3_14","no"
"248","67590","2021","JOB8_14","no"
"248","62263","2018","JOB6_14","no"
"248","354858","2010","JOB7_13","no"
"248","321016","2012","JOB7_13","no"
"249","130440","2012","JOB1_16","no"
"249","165840","2022","JOB7_13","no"
"249","197960","2020","JOB6_14","no"
"250","332994","2016","JOB3_2","no"
"250","320047","2020","JOB8_3","no"
"250","303419","2010","JOB1_10","no"
"250","68586","2012","JOB2_4","no"
"251","335565","2011","JOB8_7","no"
"251","430600","2017","JOB8_7","no"
"252","217410","2017","JOB4_11","no"
"253","114037","2015","JOB5_8","no"
"254","56397","2018","JOB4_11","no"
"254","333134","2013","JOB3_11","no"
"254","333134","2022","JOB4_11","no"
"254","336477","2016","JOB5_4","no"
"255","130440","2017","JOB7_1","no"
"255","348293","2021","JOB3_11","no"
"256","191908","2017","JOB8_1","no"
"257","385891","2014","JOB3_14","yes"
"257","178413","2011","JOB4_17","no"
"257","360362","2020","JOB5_15","no"
"258","397670","2014","JOB3_12","no"
"258","121448","2020","JOB6_6","no"
"259","131643","2021","JOB4_14","yes"
"259","131643","2011","JOB2_13","no"
"260","260356","2021","JOB7_2","no"
"261","311691","2012","JOB7_5","no"
"261","92389","2015","JOB3_2","no"
"261","118230","2013","JOB8_3","no"
"262","386700","2021","JOB8_6","no"
"262","429751","2013","JOB3_13","no"
"262","178541","2015","JOB7_6","no"
"262","68586","2018","JOB1_12","no"
"262","352612","2018","JOB8_6","no"
"263","277636","2017","JOB5_13","yes"
"263","98704","2010","JOB4_5","no"
"263","387991","2019","JOB6_12","no"
